clean_sentence,noisy_sentence,error_type
নীলক্ষেতের কেন্দ্রটি বাংলাদেশ টেলিকমিউনিকেশন কোম্পানি লিমিটেডের (বিটিসিএল) কার্যালয়ের দুটি কক্ষ নিয়ে চালু করা হয়েছিল।,নীলক্ষেতের কেন্দ্রটিবাংলাদেশ টেলিকমিউনিকেশন কোম্পানি লিমিটেডের (বিটিসিএল) কার্যালয়ের দুটি কক্ষ নিয়ে চালু করা হয়েছিল।,run_on
জন্ম থেকেই শারীরিক প্রতিবন্ধী।,জন্ম থেকেই ষারীরিক প্রতিবন্ধী।,phonetic
জন্ম থেকেই শারীরিক প্রতিবন্ধী।,জন্ম থেকেই শারীরিক প্রতিবন্দী।,visual
জন্ম থেকেই শারীরিক প্রতিবন্ধী।,জন্ম থেকেই শারীরিখ প্রতিবন্ধী।,keyboard
জন্ম থেকেই শারীরিক প্রতিবন্ধী।,জন্ম থে কেই শারীরিক প্রতিবন্ধী।,split
জন্ম থেকেই শারীরিক প্রতিবন্ধী।,জন্ম থেকেই শারীরিকপ্রতিবন্ধী।,run_on
"সেই সঙ্গে একটি দায়িত্বশীল করপোরেট প্রতিষ্ঠান হিসেবে আমরা বিশ্বাস করি, টেকসই উন্নয়নের অন্যতম ভিত্তি হলো শিক্ষা ও জ্ঞানচর্চা।","সেই সঙ্গে একটি দায়িত্বশীল করপোরেট প্রতিষ্ঠান হিশেবে আমরা বিশ্বাস করি, টেকসই উন্নয়নের অন্যতম ভিত্তি হলো শিক্ষা ও জ্ঞানচর্চা।",phonetic
"সেই সঙ্গে একটি দায়িত্বশীল করপোরেট প্রতিষ্ঠান হিসেবে আমরা বিশ্বাস করি, টেকসই উন্নয়নের অন্যতম ভিত্তি হলো শিক্ষা ও জ্ঞানচর্চা।","সেই সঙ্গে একটি দায়িত্বশীল করপোরেট প্রটিষ্ঠান হিসেবে আমরা বিশ্বাস করি, টেকসই উন্নয়নের অন্যতম ভিত্তি হলো শিক্ষা ও জ্ঞানচর্চা।",visual
"সেই সঙ্গে একটি দায়িত্বশীল করপোরেট প্রতিষ্ঠান হিসেবে আমরা বিশ্বাস করি, টেকসই উন্নয়নের অন্যতম ভিত্তি হলো শিক্ষা ও জ্ঞানচর্চা।","সেই সঙ্গে একটি দায়িত্বশীল করপোরেট প্রতিষ্ঠান হিসেবে আমরা বিশ্বাস করি, টেকসই উন্নয়নের অন্যতম ভিত্তা হলো শিক্ষা ও জ্ঞানচর্চা।",keyboard
"সেই সঙ্গে একটি দায়িত্বশীল করপোরেট প্রতিষ্ঠান হিসেবে আমরা বিশ্বাস করি, টেকসই উন্নয়নের অন্যতম ভিত্তি হলো শিক্ষা ও জ্ঞানচর্চা।","সেই সঙ্গে একটি দায়িত্বশীল করপোরেট প্রতিষ্ঠান হিসেবে আমরা বিশ্বাস করি, টেকসই উন্নয়নের অন্যতম ভি ত্তি হলো শিক্ষা ও জ্ঞানচর্চা।",split
"সেই সঙ্গে একটি দায়িত্বশীল করপোরেট প্রতিষ্ঠান হিসেবে আমরা বিশ্বাস করি, টেকসই উন্নয়নের অন্যতম ভিত্তি হলো শিক্ষা ও জ্ঞানচর্চা।","সেই সঙ্গে একটি দায়িত্বশীলকরপোরেট প্রতিষ্ঠান হিসেবে আমরা বিশ্বাস করি, টেকসই উন্নয়নের অন্যতম ভিত্তি হলো শিক্ষা ও জ্ঞানচর্চা।",run_on
এলএনজির বড় উৎস কাতার থেকে সরবরাহ কমায় বিশ্বে দামও বেড়েছে।,এলএনজির বড় উৎস কাতার থেকে শরবরাহ কমায় বিশ্বে দামও বেড়েছে।,phonetic
এলএনজির বড় উৎস কাতার থেকে সরবরাহ কমায় বিশ্বে দামও বেড়েছে।,এলএনজির বড় উৎস কাতার থেকে সরবরাহ কমায় বিশ্বে ধামও বেড়েছে।,visual
এলএনজির বড় উৎস কাতার থেকে সরবরাহ কমায় বিশ্বে দামও বেড়েছে।,এলএনজির বড় উৎস কাতার থেগে সরবরাহ কমায় বিশ্বে দামও বেড়েছে।,keyboard
এলএনজির বড় উৎস কাতার থেকে সরবরাহ কমায় বিশ্বে দামও বেড়েছে।,এলএনজির বড় উৎস কাতার থেকে সরবরা হ কমায় বিশ্বে দামও বেড়েছে।,split
এলএনজির বড় উৎস কাতার থেকে সরবরাহ কমায় বিশ্বে দামও বেড়েছে।,এলএনজির বড় উৎস কাতার থেকে সরবরাহ কমায় বিশ্বেদামও বেড়েছে।,run_on
অস্ত্রোপচার আপাতত বন্ধ রাখা হয়েছে।,অস্ত্রোপচার আপাতত বন্ধ রাখা হজ়েছে।,phonetic
অস্ত্রোপচার আপাতত বন্ধ রাখা হয়েছে।,অস্ত্রোপচার আফাতত বন্ধ রাখা হয়েছে।,visual
অস্ত্রোপচার আপাতত বন্ধ রাখা হয়েছে।,অস্ত্রোপচার আপাতত বন্ধ রাখা হয়েছা।,keyboard
অস্ত্রোপচার আপাতত বন্ধ রাখা হয়েছে।,অস্ত্রো পচার আপাতত বন্ধ রাখা হয়েছে।,split
অস্ত্রোপচার আপাতত বন্ধ রাখা হয়েছে।,অস্ত্রোপচার আপাতত বন্ধরাখা হয়েছে।,run_on
এর সঙ্গে বাড়িভাড়াসহ অন্যান্য ভাতা যুক্ত হবে।,এর সঙ্গে বাড়়িভাড়াসহ অন্যান্য ভাতা যুক্ত হবে।,phonetic
এর সঙ্গে বাড়িভাড়াসহ অন্যান্য ভাতা যুক্ত হবে।,এর সঙ্গে বাড়িবাড়াসহ অন্যান্য ভাতা যুক্ত হবে।,visual
এর সঙ্গে বাড়িভাড়াসহ অন্যান্য ভাতা যুক্ত হবে।,এর সঙ্কে বাড়িভাড়াসহ অন্যান্য ভাতা যুক্ত হবে।,keyboard
এর সঙ্গে বাড়িভাড়াসহ অন্যান্য ভাতা যুক্ত হবে।,এর সঙ্গে বাড়িভাড়াসহ অন্যা ন্য ভাতা যুক্ত হবে।,split
এর সঙ্গে বাড়িভাড়াসহ অন্যান্য ভাতা যুক্ত হবে।,এর সঙ্গে বাড়িভাড়াসহ অন্যান্যভাতা যুক্ত হবে।,run_on
"কারাদণ্ডের পাশাপাশি বিদিশাকে ১০ হাজার টাকা অর্থদণ্ড, অনাদায়ে এক মাসের কারাদণ্ড দেন।","কারাদণ্ডের পাশাপাশি বিদিশাকে ১০ হাজার টাকা অর্থদণ্ড, অনাদায়ে এক মাসের কারাদন্ড দেন।",phonetic
"কারাদণ্ডের পাশাপাশি বিদিশাকে ১০ হাজার টাকা অর্থদণ্ড, অনাদায়ে এক মাসের কারাদণ্ড দেন।","কারাদণ্ডের পাশাপাশি বিদিশাকে ১০ হাজার টাকা অর্থদণ্ড, অনাদায়ে এক মাসের কারাদণ্ড ধেন।",visual
"কারাদণ্ডের পাশাপাশি বিদিশাকে ১০ হাজার টাকা অর্থদণ্ড, অনাদায়ে এক মাসের কারাদণ্ড দেন।","কারাদণ্ডের পাশাপাশি বিদিশাকে ১০ হাজার টাকা অর্থদণ্ড, অনাদায়ে এক মাসের কারিদণ্ড দেন।",keyboard
"কারাদণ্ডের পাশাপাশি বিদিশাকে ১০ হাজার টাকা অর্থদণ্ড, অনাদায়ে এক মাসের কারাদণ্ড দেন।","কারাদণ্ডের পাশাপাশি বিদিশাকে ১০ হাজার টাকা অর্থদণ্ড, অনাদায়ে এক মাসের কারা দণ্ড দেন।",split
"কারাদণ্ডের পাশাপাশি বিদিশাকে ১০ হাজার টাকা অর্থদণ্ড, অনাদায়ে এক মাসের কারাদণ্ড দেন।","কারাদণ্ডের পাশাপাশি বিদিশাকে ১০ হাজার টাকা অর্থদণ্ড, অনাদায়ে একমাসের কারাদণ্ড দেন।",run_on
তাঁর সহযোগীর নাম জানানো হয়নি।,তাঁর সহজোগীর নাম জানানো হয়নি।,phonetic
তাঁর সহযোগীর নাম জানানো হয়নি।,টাঁর সহযোগীর নাম জানানো হয়নি।,visual
তাঁর সহযোগীর নাম জানানো হয়নি।,রাঁর সহযোগীর নাম জানানো হয়নি।,keyboard
তাঁর সহযোগীর নাম জানানো হয়নি।,তাঁর সহযোগীর নাম জানা নো হয়নি।,split
তাঁর সহযোগীর নাম জানানো হয়নি।,তাঁর সহযোগীর নামজানানো হয়নি।,run_on
বাংলাদেশটাকে ধ্বংস করছে।,বাংলাদেশটাকে ধ্বংশ করছে।,phonetic
বাংলাদেশটাকে ধ্বংস করছে।,বাংলাধেশটাকে ধ্বংস করছে।,visual
বাংলাদেশটাকে ধ্বংস করছে।,বাংলাদেশটাকে ধ্বংস গরছে।,keyboard
বাংলাদেশটাকে ধ্বংস করছে।,বাংলা দেশটাকে ধ্বংস করছে।,split
বাংলাদেশটাকে ধ্বংস করছে।,বাংলাদেশটাকে ধ্বংসকরছে।,run_on
১৯৬১ সালে এক ঘূর্ণিঝড়ে কাঠের প্রাসাদটি ক্ষতিগ্রস্ত হয়।,১৯৬১ সালে এক ঘূর্ণিঝড়ে কাঠের প্রাসাদটি ক্ষতিগ্রস্ত হজ়।,phonetic
১৯৬১ সালে এক ঘূর্ণিঝড়ে কাঠের প্রাসাদটি ক্ষতিগ্রস্ত হয়।,১৯৬১ সালে এক ঘূর্ণিঝড়ে কাঠের প্রাসাদতি ক্ষতিগ্রস্ত হয়।,visual
১৯৬১ সালে এক ঘূর্ণিঝড়ে কাঠের প্রাসাদটি ক্ষতিগ্রস্ত হয়।,১৯৬১ সালে এক ঘূর্ণিঝড়ে কাঠের প্রাসাদটি ক্ষটিগ্রস্ত হয়।,keyboard
১৯৬১ সালে এক ঘূর্ণিঝড়ে কাঠের প্রাসাদটি ক্ষতিগ্রস্ত হয়।,১৯৬১ সালে এক ঘূর্ণিঝড়ে কাঠের প্রাসাদটি ক্ষতি গ্রস্ত হয়।,split
১৯৬১ সালে এক ঘূর্ণিঝড়ে কাঠের প্রাসাদটি ক্ষতিগ্রস্ত হয়।,১৯৬১ সালে এক ঘূর্ণিঝড়ে কাঠের প্রাসাদটিক্ষতিগ্রস্ত হয়।,run_on
অভিযোগটি জানার পর ডেপুটি অ্যাটর্নি জেনারেল নজরুল ইসলামকে জিজ্ঞাসা করেছেন বলে জানিয়েছেন অ্যার্টনি জেনারেল মো. রুহুল কুদ্দুস কাজল।,অভিযোগটি জানার পর ডেপুটি অ্যাটর্নি জেনারেল নজরুল ইসলামকে জিজ্ঞাসা করেছেণ বলে জানিয়েছেন অ্যার্টনি জেনারেল মো. রুহুল কুদ্দুস কাজল।,phonetic
অভিযোগটি জানার পর ডেপুটি অ্যাটর্নি জেনারেল নজরুল ইসলামকে জিজ্ঞাসা করেছেন বলে জানিয়েছেন অ্যার্টনি জেনারেল মো. রুহুল কুদ্দুস কাজল।,অভিযোগটি জানার পর ডেপুটি অ্যাটর্নি জেনারেল নজরুল ইসলামকে জিজ্ঞাসা করেছেন ভলে জানিয়েছেন অ্যার্টনি জেনারেল মো. রুহুল কুদ্দুস কাজল।,visual
অভিযোগটি জানার পর ডেপুটি অ্যাটর্নি জেনারেল নজরুল ইসলামকে জিজ্ঞাসা করেছেন বলে জানিয়েছেন অ্যার্টনি জেনারেল মো. রুহুল কুদ্দুস কাজল।,অভিযোগটি জানার পর ডেপুটি অ্যাটর্নি জেনারেল নজরুল ইসলামকে জিজ্ঞাসা কতেছেন বলে জানিয়েছেন অ্যার্টনি জেনারেল মো. রুহুল কুদ্দুস কাজল।,keyboard
অভিযোগটি জানার পর ডেপুটি অ্যাটর্নি জেনারেল নজরুল ইসলামকে জিজ্ঞাসা করেছেন বলে জানিয়েছেন অ্যার্টনি জেনারেল মো. রুহুল কুদ্দুস কাজল।,অভিযোগটি জানার পর ডেপুটি অ্যাটর্নি জে নারেল নজরুল ইসলামকে জিজ্ঞাসা করেছেন বলে জানিয়েছেন অ্যার্টনি জেনারেল মো. রুহুল কুদ্দুস কাজল।,split
অভিযোগটি জানার পর ডেপুটি অ্যাটর্নি জেনারেল নজরুল ইসলামকে জিজ্ঞাসা করেছেন বলে জানিয়েছেন অ্যার্টনি জেনারেল মো. রুহুল কুদ্দুস কাজল।,অভিযোগটি জানার পর ডেপুটি অ্যাটর্নি জেনারেলনজরুল ইসলামকে জিজ্ঞাসা করেছেন বলে জানিয়েছেন অ্যার্টনি জেনারেল মো. রুহুল কুদ্দুস কাজল।,run_on
কারিগরি ত্রুটির কারণে পটুয়াখালীর পায়রা এবং নিয়মিত রক্ষণাবেক্ষণের জন্য মাতারবাড়ী বিদ্যুৎকেন্দ্রের একটি ইউনিট বন্ধ।,কারিগরি ত্রুটির কারণে পটুয়াখালীর পায়রা এবং ণিয়মিত রক্ষণাবেক্ষণের জন্য মাতারবাড়ী বিদ্যুৎকেন্দ্রের একটি ইউনিট বন্ধ।,phonetic
কারিগরি ত্রুটির কারণে পটুয়াখালীর পায়রা এবং নিয়মিত রক্ষণাবেক্ষণের জন্য মাতারবাড়ী বিদ্যুৎকেন্দ্রের একটি ইউনিট বন্ধ।,কারিগরি ত্রুটির কারণে পটুয়াখালীর পায়রা এবং নিয়মিত রক্ষণাবেক্ষণের জন্য মাতারবাড়ী বিদ্যুৎকেন্দ্রের একটি ইউনিট বন্দ।,visual
কারিগরি ত্রুটির কারণে পটুয়াখালীর পায়রা এবং নিয়মিত রক্ষণাবেক্ষণের জন্য মাতারবাড়ী বিদ্যুৎকেন্দ্রের একটি ইউনিট বন্ধ।,কারিগরি ত্রুটির কারনে পটুয়াখালীর পায়রা এবং নিয়মিত রক্ষণাবেক্ষণের জন্য মাতারবাড়ী বিদ্যুৎকেন্দ্রের একটি ইউনিট বন্ধ।,keyboard
কারিগরি ত্রুটির কারণে পটুয়াখালীর পায়রা এবং নিয়মিত রক্ষণাবেক্ষণের জন্য মাতারবাড়ী বিদ্যুৎকেন্দ্রের একটি ইউনিট বন্ধ।,কারিগরি ত্রুটির কা রণে পটুয়াখালীর পায়রা এবং নিয়মিত রক্ষণাবেক্ষণের জন্য মাতারবাড়ী বিদ্যুৎকেন্দ্রের একটি ইউনিট বন্ধ।,split
কারিগরি ত্রুটির কারণে পটুয়াখালীর পায়রা এবং নিয়মিত রক্ষণাবেক্ষণের জন্য মাতারবাড়ী বিদ্যুৎকেন্দ্রের একটি ইউনিট বন্ধ।,কারিগরি ত্রুটির কারণে পটুয়াখালীর পায়রাএবং নিয়মিত রক্ষণাবেক্ষণের জন্য মাতারবাড়ী বিদ্যুৎকেন্দ্রের একটি ইউনিট বন্ধ।,run_on
তাঁর নিজের জীবনই তার উদাহরণ।,তাঁর নিজের জীবণই তার উদাহরণ।,phonetic
তাঁর নিজের জীবনই তার উদাহরণ।,তাঁর নিজের জীবনই তার উধাহরণ।,visual
তাঁর নিজের জীবনই তার উদাহরণ।,তাঁর নিজের জীবনই তার ইদাহরণ।,keyboard
তাঁর নিজের জীবনই তার উদাহরণ।,তাঁর নি জের জীবনই তার উদাহরণ।,split
তাঁর নিজের জীবনই তার উদাহরণ।,তাঁরনিজের জীবনই তার উদাহরণ।,run_on
"সত্যি বলতে, তিনি অত্যন্ত দরিদ্র একটি পরিবার থেকে এসেছিলেন।","সত্যি বলতে, তিনি অত্যণ্ত দরিদ্র একটি পরিবার থেকে এসেছিলেন।",phonetic
"সত্যি বলতে, তিনি অত্যন্ত দরিদ্র একটি পরিবার থেকে এসেছিলেন।","সত্যি বলতে, তিনি অত্যন্ট দরিদ্র একটি পরিবার থেকে এসেছিলেন।",visual
"সত্যি বলতে, তিনি অত্যন্ত দরিদ্র একটি পরিবার থেকে এসেছিলেন।","সত্যি বলতে, তিনি অত্যন্ত দরিদ্র একটি পরিবার থিকে এসেছিলেন।",keyboard
"সত্যি বলতে, তিনি অত্যন্ত দরিদ্র একটি পরিবার থেকে এসেছিলেন।","সত্যি বলতে, তিনি অত্যন্ত দরি দ্র একটি পরিবার থেকে এসেছিলেন।",split
"সত্যি বলতে, তিনি অত্যন্ত দরিদ্র একটি পরিবার থেকে এসেছিলেন।","সত্যি বলতে, তিনি অত্যন্ত দরিদ্র একটিপরিবার থেকে এসেছিলেন।",run_on
তাই সবার বেতন একই হারে বাড়বে না।,তাই সবার বেতন একই হারে বাড়বে ণা।,phonetic
তাই সবার বেতন একই হারে বাড়বে না।,টাই সবার বেতন একই হারে বাড়বে না।,visual
তাই সবার বেতন একই হারে বাড়বে না।,তাই সবার বেতন একই হারা বাড়বে না।,keyboard
তাই সবার বেতন একই হারে বাড়বে না।,তাই সবার বেতন একই হারে বা ড়বে না।,split
তাই সবার বেতন একই হারে বাড়বে না।,তাই সবার বেতন একই হারেবাড়বে না।,run_on
বাংলাদেশের গণতান্ত্রিক অভিযাত্রায় একজন প্রবীণ রাজনীতিবিদ হিসেবে তাঁর দীর্ঘদিনের অবদানের কথা দূতাবাস শ্রদ্ধার সঙ্গে স্মরণ করছে।,বাংলাদেশের গণতান্ত্রিক অভিযাত্রায় একজন প্রবীণ রাজনীতিবিদ হিসেবে তাঁর দীর্ঘদিণের অবদানের কথা দূতাবাস শ্রদ্ধার সঙ্গে স্মরণ করছে।,phonetic
বাংলাদেশের গণতান্ত্রিক অভিযাত্রায় একজন প্রবীণ রাজনীতিবিদ হিসেবে তাঁর দীর্ঘদিনের অবদানের কথা দূতাবাস শ্রদ্ধার সঙ্গে স্মরণ করছে।,বাংলাদেশের গণতান্ত্রিক অভিযাত্রায় একজন প্রবীণ রাজনীতিবিদ হিসেবে তাঁর দীর্ঘধিনের অবদানের কথা দূতাবাস শ্রদ্ধার সঙ্গে স্মরণ করছে।,visual
বাংলাদেশের গণতান্ত্রিক অভিযাত্রায় একজন প্রবীণ রাজনীতিবিদ হিসেবে তাঁর দীর্ঘদিনের অবদানের কথা দূতাবাস শ্রদ্ধার সঙ্গে স্মরণ করছে।,বাংলাদেশের গণতান্ত্রীক অভিযাত্রায় একজন প্রবীণ রাজনীতিবিদ হিসেবে তাঁর দীর্ঘদিনের অবদানের কথা দূতাবাস শ্রদ্ধার সঙ্গে স্মরণ করছে।,keyboard
বাংলাদেশের গণতান্ত্রিক অভিযাত্রায় একজন প্রবীণ রাজনীতিবিদ হিসেবে তাঁর দীর্ঘদিনের অবদানের কথা দূতাবাস শ্রদ্ধার সঙ্গে স্মরণ করছে।,বাংলাদেশের গণতান্ত্রিক অভিযাত্রায় একজন প্রবীণ রাজনীতিবিদ হিসে বে তাঁর দীর্ঘদিনের অবদানের কথা দূতাবাস শ্রদ্ধার সঙ্গে স্মরণ করছে।,split
বাংলাদেশের গণতান্ত্রিক অভিযাত্রায় একজন প্রবীণ রাজনীতিবিদ হিসেবে তাঁর দীর্ঘদিনের অবদানের কথা দূতাবাস শ্রদ্ধার সঙ্গে স্মরণ করছে।,বাংলাদেশের গণতান্ত্রিক অভিযাত্রায় একজন প্রবীণ রাজনীতিবিদ হিসেবে তাঁর দীর্ঘদিনের অবদানের কথা দূতাবাসশ্রদ্ধার সঙ্গে স্মরণ করছে।,run_on
আইসিসির রোম সনদের ৭(২) অনুচ্ছেদে গুমকে মানবতার বিরুদ্ধে একটি অপরাধ হিসেবে সংজ্ঞায়িত করা হয়েছে এবং গুমের ঘটনার দৃষ্টান্তমূলক বিচারের ওপর গুরুত্ব আরোপ করা হয়েছে বলে উল্লেখ করেন প্রধানমন্ত্রী।,আইসিসির রোম সনদের ৭(২) অনুচ্ছেদে গুমকে মাণবতার বিরুদ্ধে একটি অপরাধ হিসেবে সংজ্ঞায়িত করা হয়েছে এবং গুমের ঘটনার দৃষ্টান্তমূলক বিচারের ওপর গুরুত্ব আরোপ করা হয়েছে বলে উল্লেখ করেন প্রধানমন্ত্রী।,phonetic
আইসিসির রোম সনদের ৭(২) অনুচ্ছেদে গুমকে মানবতার বিরুদ্ধে একটি অপরাধ হিসেবে সংজ্ঞায়িত করা হয়েছে এবং গুমের ঘটনার দৃষ্টান্তমূলক বিচারের ওপর গুরুত্ব আরোপ করা হয়েছে বলে উল্লেখ করেন প্রধানমন্ত্রী।,আইসিসির রোম সনদের ৭(২) অনুচ্ছেদে গুমকে মানবতার বিরুদ্ধে একটি অপরাধ হিসেবে সংজ্ঞায়িত করা হয়েছে এবং গুমের ঘটনার দৃষ্তান্তমূলক বিচারের ওপর গুরুত্ব আরোপ করা হয়েছে বলে উল্লেখ করেন প্রধানমন্ত্রী।,visual
আইসিসির রোম সনদের ৭(২) অনুচ্ছেদে গুমকে মানবতার বিরুদ্ধে একটি অপরাধ হিসেবে সংজ্ঞায়িত করা হয়েছে এবং গুমের ঘটনার দৃষ্টান্তমূলক বিচারের ওপর গুরুত্ব আরোপ করা হয়েছে বলে উল্লেখ করেন প্রধানমন্ত্রী।,আইসিসির রোম সনদের ৭(২) অনুচ্ছেদে গুমকে মানবতার বিরুদ্ধে একটি অপরাধ হিসেবে সংজ্ঞায়িত করা হয়েছে এবং গুমের ঘটনার দৃষ্টান্তমূলক বিচারের ওপর গুরুত্ব আরোপ করা হয়েছে বলে উল্সেখ করেন প্রধানমন্ত্রী।,keyboard
আইসিসির রোম সনদের ৭(২) অনুচ্ছেদে গুমকে মানবতার বিরুদ্ধে একটি অপরাধ হিসেবে সংজ্ঞায়িত করা হয়েছে এবং গুমের ঘটনার দৃষ্টান্তমূলক বিচারের ওপর গুরুত্ব আরোপ করা হয়েছে বলে উল্লেখ করেন প্রধানমন্ত্রী।,আইসিসির রোম সনদের ৭(২) অনুচ্ছেদে গুমকে মানবতার বিরুদ্ধে একটি অপরাধ হিসেবে সংজ্ঞা য়িত করা হয়েছে এবং গুমের ঘটনার দৃষ্টান্তমূলক বিচারের ওপর গুরুত্ব আরোপ করা হয়েছে বলে উল্লেখ করেন প্রধানমন্ত্রী।,split
আইসিসির রোম সনদের ৭(২) অনুচ্ছেদে গুমকে মানবতার বিরুদ্ধে একটি অপরাধ হিসেবে সংজ্ঞায়িত করা হয়েছে এবং গুমের ঘটনার দৃষ্টান্তমূলক বিচারের ওপর গুরুত্ব আরোপ করা হয়েছে বলে উল্লেখ করেন প্রধানমন্ত্রী।,আইসিসির রোম সনদের ৭(২) অনুচ্ছেদে গুমকে মানবতার বিরুদ্ধে একটি অপরাধ হিসেবে সংজ্ঞায়িত করা হয়েছে এবং গুমের ঘটনার দৃষ্টান্তমূলক বিচারেরওপর গুরুত্ব আরোপ করা হয়েছে বলে উল্লেখ করেন প্রধানমন্ত্রী।,run_on
কাটা কার্পেটিং এখন বড় বড় পাথরখণ্ডের মতো উঁচু-নিচু হয়ে আছে।,কাটা কার্পেটিং এখন বড় বড় পাথরখণ্ডের মতো উঁচু-নিচু হজ়ে আছে।,phonetic
কাটা কার্পেটিং এখন বড় বড় পাথরখণ্ডের মতো উঁচু-নিচু হয়ে আছে।,কাটা কার্পেটিং এখন বঢ় বড় পাথরখণ্ডের মতো উঁচু-নিচু হয়ে আছে।,visual
কাটা কার্পেটিং এখন বড় বড় পাথরখণ্ডের মতো উঁচু-নিচু হয়ে আছে।,কাটা কার্পেটিং এখণ বড় বড় পাথরখণ্ডের মতো উঁচু-নিচু হয়ে আছে।,keyboard
কাটা কার্পেটিং এখন বড় বড় পাথরখণ্ডের মতো উঁচু-নিচু হয়ে আছে।,কাটা কার্পেটিং এখন বড় বড় পা থরখণ্ডের মতো উঁচু-নিচু হয়ে আছে।,split
কাটা কার্পেটিং এখন বড় বড় পাথরখণ্ডের মতো উঁচু-নিচু হয়ে আছে।,কাটা কার্পেটিং এখনবড় বড় পাথরখণ্ডের মতো উঁচু-নিচু হয়ে আছে।,run_on
এর ফলে কৃষক নিজের উৎপাদনের যথাযথ মূল্য পান না।,এর ফলে কৃষক নিজের উৎপাদনের জথাযথ মূল্য পান না।,phonetic
এর ফলে কৃষক নিজের উৎপাদনের যথাযথ মূল্য পান না।,এর পলে কৃষক নিজের উৎপাদনের যথাযথ মূল্য পান না।,visual
এর ফলে কৃষক নিজের উৎপাদনের যথাযথ মূল্য পান না।,এর ফলে কৃষক নিজের উৎপাদণের যথাযথ মূল্য পান না।,keyboard
এর ফলে কৃষক নিজের উৎপাদনের যথাযথ মূল্য পান না।,এর ফলে কৃষক নিজের উৎপাদনের যথা যথ মূল্য পান না।,split
এর ফলে কৃষক নিজের উৎপাদনের যথাযথ মূল্য পান না।,এরফলে কৃষক নিজের উৎপাদনের যথাযথ মূল্য পান না।,run_on
মঞ্চে উঠছে একের পর এক শিশু-কিশোর।,মঞ্চে উঠছে একের পর এক শিষু-কিশোর।,phonetic
মঞ্চে উঠছে একের পর এক শিশু-কিশোর।,মঞ্চে উঠছে একের ফর এক শিশু-কিশোর।,visual
মঞ্চে উঠছে একের পর এক শিশু-কিশোর।,মঞ্চে উঠছে একের পর এক শিলু-কিশোর।,keyboard
মঞ্চে উঠছে একের পর এক শিশু-কিশোর।,মঞ্চে উঠছে একের পর এক শিশু-কিশো র।,split
মঞ্চে উঠছে একের পর এক শিশু-কিশোর।,মঞ্চে উঠছে একেরপর এক শিশু-কিশোর।,run_on
সূচনা বক্তব্য দেন সাজেদা ফাউন্ডেশনের চেয়ারপারসন ফারুক সোবহান ও ফাউন্ডেশনের জ্যেষ্ঠ গবেষণা উপদেষ্টা সাজেদা আমিন।,সূচনা বক্তব্য দেন সাজেদা ফাউন্ডেশনের চেয়ারপারসন ফারুক সোবহান ও ফাউন্ডেশনের জ্যেষ্ঠ গবেষণা উপদেষ্টা সাজেদা আমিণ।,phonetic
সূচনা বক্তব্য দেন সাজেদা ফাউন্ডেশনের চেয়ারপারসন ফারুক সোবহান ও ফাউন্ডেশনের জ্যেষ্ঠ গবেষণা উপদেষ্টা সাজেদা আমিন।,সূচনা বক্তব্য দেন সাজেদা ফাউন্ডেশনের চেয়ারপারসন পারুক সোবহান ও ফাউন্ডেশনের জ্যেষ্ঠ গবেষণা উপদেষ্টা সাজেদা আমিন।,visual
সূচনা বক্তব্য দেন সাজেদা ফাউন্ডেশনের চেয়ারপারসন ফারুক সোবহান ও ফাউন্ডেশনের জ্যেষ্ঠ গবেষণা উপদেষ্টা সাজেদা আমিন।,সূচনা বক্তব্য দেন সাজেদা ফাউন্ডেশনের চেয়েরপারসন ফারুক সোবহান ও ফাউন্ডেশনের জ্যেষ্ঠ গবেষণা উপদেষ্টা সাজেদা আমিন।,keyboard
সূচনা বক্তব্য দেন সাজেদা ফাউন্ডেশনের চেয়ারপারসন ফারুক সোবহান ও ফাউন্ডেশনের জ্যেষ্ঠ গবেষণা উপদেষ্টা সাজেদা আমিন।,সূচনা বক্তব্য দেন সাজেদা ফাউন্ডেশনের চেয়ারপারসন ফারুক সোবহান ও ফাউন্ডেশনের জ্যেষ্ঠ গবেষণা উপদেষ্টা সাজে দা আমিন।,split
সূচনা বক্তব্য দেন সাজেদা ফাউন্ডেশনের চেয়ারপারসন ফারুক সোবহান ও ফাউন্ডেশনের জ্যেষ্ঠ গবেষণা উপদেষ্টা সাজেদা আমিন।,সূচনা বক্তব্য দেন সাজেদা ফাউন্ডেশনের চেয়ারপারসন ফারুকসোবহান ও ফাউন্ডেশনের জ্যেষ্ঠ গবেষণা উপদেষ্টা সাজেদা আমিন।,run_on
সাইটটি চালুর পরপরই সামাজিক যোগাযোগমাধ্যমে তা ছড়িয়ে পড়ে।,সাইটটি চালুর পরপরই সামাজিক যোগাযোগমাধ্যমে তা ছড়িয়ে পড়়ে।,phonetic
সাইটটি চালুর পরপরই সামাজিক যোগাযোগমাধ্যমে তা ছড়িয়ে পড়ে।,সাইটটি চালুর পরফরই সামাজিক যোগাযোগমাধ্যমে তা ছড়িয়ে পড়ে।,visual
সাইটটি চালুর পরপরই সামাজিক যোগাযোগমাধ্যমে তা ছড়িয়ে পড়ে।,সাইটটি চালুর পরপরই সামাজিক যোগাযোগনাধ্যমে তা ছড়িয়ে পড়ে।,keyboard
